"","CASEID","comment_text","Freedom.and.Rights","E.plurabus.Unum","representation.of.the.people","popular.will.and.equality","National.identity.and.heritage","Not.a.democracy.a.Republic","flawed.democracy","Institution.and.constitution","unclassified.other","Don.t.know","nothing.disaffected","Nothing.more.to.add","NA."
"5766",11036979,"Being allowed to love who we want and to have children or not have children if we want",1,0,0,0,0,0,0,0,0,0,0,0,0
"5767",11202469,"Free enterprise",1,0,0,0,0,0,0,0,0,0,0,0,0
"5768",12154494,"Freedom to start a business",1,0,0,0,0,0,0,0,0,0,0,0,0
"5769",12294706,"No",0,0,0,0,0,0,0,0,0,0,0,1,0
"5770",13104768,"no",0,0,0,0,0,0,0,0,0,0,0,1,0
"5771",13535570,"No nothing comes to mind",0,0,0,0,0,0,0,0,0,0,0,1,0
"5772",13807153,"Evil.",0,0,0,0,0,0,0,0,0,0,1,0,0
"5773",13894065,"none",0,0,0,0,0,0,0,0,0,0,0,1,0
"5774",16381729,"freedom of speech",1,0,0,0,0,0,0,0,0,0,0,0,0
"5775",17782459,"Not right now",0,0,0,0,0,0,0,0,0,0,0,1,0
"5776",18292162,"Fairness",0,0,0,1,0,0,0,0,0,0,0,0,0
"5777",18811765,"Freedom from repression....",1,0,0,0,0,0,0,0,0,0,0,0,0
"5778",19214555,"Living in a free society",1,0,0,0,0,0,0,0,0,0,0,0,0
"5779",19307977,"Freedom of speech",1,0,0,0,0,0,0,0,0,0,0,0,0
"5780",19540160,"Freedom",1,0,0,0,0,0,0,0,0,0,0,0,0
"5781",20512255,"Freedom",1,0,0,0,0,0,0,0,0,0,0,0,0
"5782",22648381,"Free speech",1,0,0,0,0,0,0,0,0,0,0,0,0
"5783",22667296,"Freedom",1,0,0,0,0,0,0,0,0,0,0,0,0
"5784",22817175,"No",0,0,0,0,0,0,0,0,0,0,0,1,0
"5785",22853903,"The right to vote and choose your leaders in government.",0,0,0,1,0,0,0,0,0,0,0,0,0
"5786",40217995,"None",0,0,0,0,0,0,0,0,0,0,0,1,0
"5787",40322080,"Freedom",1,0,0,0,0,0,0,0,0,0,0,0,0
"5788",43317270,"my rights",1,0,0,0,0,0,0,0,0,0,0,0,0
"5789",43486078,"not at this time",0,0,0,0,0,0,0,0,0,0,0,1,0
"5790",43946637,"The right to vote",0,0,0,1,0,0,0,0,0,0,0,0,0
"5791",43974726,"No",0,0,0,0,0,0,0,0,0,0,0,1,0
"5792",44324297,"Human rights of course, the people in charge of the government and the country",1,0,0,0,0,0,0,0,0,0,0,0,0
"5793",44825307,"freedom to come and go as you please",1,0,0,0,0,0,0,0,0,0,0,0,0
"5794",45172990,"fair taxes",0,0,0,0,0,0,0,0,1,0,0,0,0
"5795",45408059,"Freedom",1,0,0,0,0,0,0,0,0,0,0,0,0
"5796",45468062,"No",0,0,0,0,0,0,0,0,0,0,0,1,0
"5797",45596118,"no dictator",0,0,0,0,0,0,0,1,0,0,0,0,0
"5798",46815290,"nothing comes to mind",0,0,0,0,0,0,0,0,0,0,0,1,0
"5799",46868498,"nothing",0,0,0,0,0,0,0,0,0,0,0,1,0
"5800",47203684,"I get to chose",1,0,0,0,0,0,0,0,0,0,0,0,0
"5801",47646391,"No",0,0,0,0,0,0,0,0,0,0,0,1,0
"5802",47950324,"No",0,0,0,0,0,0,0,0,0,0,0,1,0
"5803",48419749,"The electoral process. It certainly isn't perfect but I think it's the best.",0,0,0,1,0,0,1,0,0,0,0,0,0
"5804",50375742,"Na",0,0,0,0,0,0,0,0,1,0,0,0,0
"5805",51331586,"freedom",1,0,0,0,0,0,0,0,0,0,0,0,0
"5806",51517884,"A free country with a fair government",1,0,0,1,0,0,0,0,0,0,0,0,0
"5807",51744515,"Respect",0,1,0,0,0,0,0,0,0,0,0,0,0
"5808",53025302,"Right way of doing things",0,0,0,0,0,0,0,0,1,0,0,0,0
"5809",53352485,"Protection against terrorism",0,0,0,0,0,0,0,0,1,0,0,0,0
"5810",53367610,"No",0,0,0,0,0,0,0,0,0,0,0,1,0
"5811",54315593,"Separation of duties",0,0,0,0,0,0,0,1,0,0,0,0,0
"5812",54637085,"none",0,0,0,0,0,0,0,0,0,0,0,1,0
"5813",54653664,"nothing",0,0,0,0,0,0,0,0,0,0,0,1,0
"5814",54843874,"all voices are important",0,0,0,1,0,0,0,0,0,0,0,0,0
"5815",57500996,"The chance to change leadership & the direction of the country with our vote.",0,0,0,1,0,0,0,0,0,0,0,0,0
"5816",57535459,"Low amount of government oversight of my life",1,0,0,0,0,0,0,0,0,0,0,0,0
"5817",57902744,"Having the right for free speech.",1,0,0,0,0,0,0,0,0,0,0,0,0
"5818",57999204,"No",0,0,0,0,0,0,0,0,0,0,0,1,0
"5819",58734848,"Not really",0,0,0,0,0,0,0,0,0,0,0,1,0
"5820",59690488,"It means to have certain freedoms.",1,0,0,0,0,0,0,0,0,0,0,0,0
"5821",59852171,"Checks and balances on power, personal freedoms",1,0,0,0,0,0,0,1,0,0,0,0,0
"5822",61510645,"Community",0,1,0,0,0,0,0,0,0,0,0,0,0
"5823",62523753,"being able to make my own choices",1,0,0,0,0,0,0,0,0,0,0,0,0
"5824",62951314,"Equal representation",0,0,1,0,0,0,0,0,0,0,0,0,0
"5825",63400499,"The people's rights",1,0,0,0,0,0,0,0,0,0,0,0,0
"5826",63837630,"No",0,0,0,0,0,0,0,0,0,0,0,1,0
"5827",63869606,"Control of the government",0,0,0,0,0,0,0,1,0,0,0,0,0
"5828",64020650,"Leaders can be held accountable",0,0,0,0,0,0,0,1,0,0,0,0,0
"5829",64367781,"Its the best way to live",0,0,0,0,0,0,0,0,1,0,0,0,0
"5830",64561373,"Can't think of any at this time",0,0,0,0,0,0,0,0,0,0,0,1,0
"5831",64689313,"That America is a free country and people can do as they please as long as they don't break any laws",1,0,0,0,0,0,0,0,0,0,0,0,0
"5832",64783588,"change the way govt does",0,0,0,0,0,0,0,0,1,0,0,0,0
"5833",65337213,"Freedom",1,0,0,0,0,0,0,0,0,0,0,0,0
"5834",65347518,"The idea of freedom",1,0,0,0,0,0,0,0,0,0,0,0,0
"5835",65661104,"Na",0,0,0,0,0,0,0,0,1,0,0,0,0
"5836",66392556,"No",0,0,0,0,0,0,0,0,0,0,0,1,0
"5837",66441182,"No",0,0,0,0,0,0,0,0,0,0,0,1,0
"5838",66811116,"No",0,0,0,0,0,0,0,0,0,0,0,1,0
"5839",66994777,"Respecting differences",0,1,0,0,0,0,0,0,0,0,0,0,0
"5840",67011019,"being able to choose who runs America",0,0,0,1,0,0,0,0,0,0,0,0,0
"5841",67337774,"No",0,0,0,0,0,0,0,0,0,0,0,1,0
"5842",67375898,"A chance to participate",0,0,0,1,0,0,0,0,0,0,0,0,0
"5843",67459012,"I can���t think of anything else",0,0,0,0,0,0,0,0,0,0,0,1,0
"5844",67497432,"No.",0,0,0,0,0,0,0,0,0,0,0,1,0
"5845",67549928,"To live work where you choose",1,0,0,0,0,0,0,0,0,0,0,0,0
"5846",68061214,"Racism rules",0,0,0,0,0,0,0,0,0,0,1,0,0
"5847",68195640,"Fairness",0,0,0,1,0,0,0,0,0,0,0,0,0
"5848",68367857,"no",0,0,0,0,0,0,0,0,0,0,0,1,0
"5849",68449353,"The people basically have the day so",0,0,0,1,0,0,0,0,0,0,0,0,0
"5850",68544080,"United.",0,1,0,0,0,0,0,0,0,0,0,0,0
"5851",68572476,"the democrats",0,0,0,0,0,0,0,0,1,0,0,0,0
"5852",68765480,"Freedom",1,0,0,0,0,0,0,0,0,0,0,0,0
"5853",69078076,"No",0,0,0,0,0,0,0,0,0,0,0,1,0
"5854",69118297,"Nothing.",0,0,0,0,0,0,0,0,0,0,0,1,0
"5855",69222699,"no thank you",0,0,0,0,0,0,0,0,0,0,0,1,0
"5856",69906577,"Freedom to choose",1,0,0,0,0,0,0,0,0,0,0,0,0
"5857",70082407,"no",0,0,0,0,0,0,0,0,0,0,0,1,0
"5858",70295196,"Being able to vote for who you really think will get the job done",0,0,0,1,0,0,0,0,0,0,0,0,0
"5859",70780493,"Not sure",0,0,0,0,0,0,0,0,0,1,0,0,0
"5860",70826274,"No",0,0,0,0,0,0,0,0,0,0,0,1,0
"5861",71815054,"my freedom",1,0,0,0,0,0,0,0,0,0,0,0,0
"5862",73023786,"nothing else comes to mind.",0,0,0,0,0,0,0,0,0,0,0,1,0
"5863",73718421,"Support something that matters",0,0,0,0,0,0,0,0,1,0,0,0,0
"5864",73945195,"Not really.",0,0,0,0,0,0,0,0,0,0,0,1,0
"5865",74176878,"No",0,0,0,0,0,0,0,0,0,0,0,1,0
"5866",74721113,"No",0,0,0,0,0,0,0,0,0,0,0,1,0
"5867",100740335,"no",0,0,0,0,0,0,0,0,0,0,0,1,0
"5868",101891631,"It is chosen by our elected officials",0,0,1,0,0,0,0,0,0,0,0,0,0
"5869",103733451,"Debate",1,0,0,0,0,0,0,0,0,0,0,0,0
"5870",104004219,"N/a",0,0,0,0,0,0,0,0,1,0,0,0,0
"5871",104662497,"Rights protection",1,0,0,0,0,0,0,0,0,0,0,0,0
"5872",106092795,"No",0,0,0,0,0,0,0,0,0,0,0,1,0
"5873",106486553,"No",0,0,0,0,0,0,0,0,0,0,0,1,0
"5874",106671015,"Freedom of speech.",1,0,0,0,0,0,0,0,0,0,0,0,0
"5875",121232705,"majority rules, nation of laws",0,0,0,1,0,0,0,0,0,0,0,0,0
"5876",125046085,"No",0,0,0,0,0,0,0,0,0,0,0,1,0
"5877",126169627,"All of the freedoms guaranteed by our constitution.",1,0,0,0,0,0,0,0,0,0,0,0,0
"5878",133334231,"And a right to own a firearm or weapon",1,0,0,0,0,0,0,0,0,0,0,0,0
"5879",133935119,"nothing now",0,0,0,0,0,0,0,0,0,0,0,1,0
"5880",135926853,"Freedom to choose",1,0,0,0,0,0,0,0,0,0,0,0,0
"5881",136581465,"No",0,0,0,0,0,0,0,0,0,0,0,1,0
"5882",136806407,"The right to bear arms.",1,0,0,0,0,0,0,0,0,0,0,0,0
"5883",142334489,"that's all",0,0,0,0,0,0,0,0,0,0,0,1,0
"5884",146224095,"No.",0,0,0,0,0,0,0,0,0,0,0,1,0
"5885",146334007,"Freedom. Checks and balance",1,0,0,0,0,0,0,1,0,0,0,0,0
"5886",148781773,"freedom",1,0,0,0,0,0,0,0,0,0,0,0,0
"5887",148935507,"All votes of eligible people should count",0,0,0,1,0,0,0,0,0,0,0,0,0
"5888",149469685,"No",0,0,0,0,0,0,0,0,0,0,0,1,0
"5889",150165755,"None",0,0,0,0,0,0,0,0,0,0,0,1,0
"5890",150552231,"freedom",1,0,0,0,0,0,0,0,0,0,0,0,0
"5891",152409183,"No",0,0,0,0,0,0,0,0,0,0,0,1,0
"5892",152454053,"Protection of rights",1,0,0,0,0,0,0,0,0,0,0,0,0
"5893",155370071,"Fair government",0,0,0,1,0,0,0,0,0,0,0,0,0
"5894",162967399,"Free Speech rights",1,0,0,0,0,0,0,0,0,0,0,0,0
"5895",163256493,"Human Rights",1,0,0,0,0,0,0,0,0,0,0,0,0
"5896",167640559,"Less restrictions",1,0,0,0,0,0,0,0,0,0,0,0,0
"5897",168021019,"speak your mind",1,0,0,0,0,0,0,0,0,0,0,0,0
"5898",168676299,"justice system",0,0,0,0,0,0,0,1,0,0,0,0,0
"5899",171180931,"no",0,0,0,0,0,0,0,0,0,0,0,1,0
"5900",177557077,"Balance",0,0,0,0,0,0,0,1,0,0,0,0,0
"5901",181206543,"no",0,0,0,0,0,0,0,0,0,0,0,1,0
"5902",183097933,"Nope",0,0,0,0,0,0,0,0,0,0,0,1,0
"5903",186742865,"Not really",0,0,0,0,0,0,0,0,0,0,0,1,0
"5904",188348919,"Rights",1,0,0,0,0,0,0,0,0,0,0,0,0
"5905",191084827,"The people have the power",0,0,0,1,0,0,0,0,0,0,0,0,0
"5906",191341041,"Not really.",0,0,0,0,0,0,0,0,0,0,0,1,0
"5907",191610205,"No.",0,0,0,0,0,0,0,0,0,0,0,1,0
"5908",193082573,"No",0,0,0,0,0,0,0,0,0,0,0,1,0
"5909",193480239,"Accountability for public officials",0,0,0,0,0,0,0,1,0,0,0,0,0
"5910",194786311,"Our independence",1,0,0,0,0,0,0,0,0,0,0,0,0
"5911",198495763,"Equality of rights.",1,0,0,1,0,0,0,0,0,0,0,0,0
"5912",198624733,"NO",0,0,0,0,0,0,0,0,0,0,0,1,0
"5913",198952785,"The right to back ANY individual or party without fear of violence or repercussion. The right to own firearms and defend your home and family. Free enterprise. Freedom of religion.",1,0,0,0,0,0,0,0,0,0,0,0,0
"5914",200320385,"free government",0,0,0,0,0,0,0,0,1,0,0,0,0
"5915",200871849,"They need to leave",0,0,0,0,0,0,0,0,1,0,0,0,0
"5916",201278693,"Freedom of speech.",1,0,0,0,0,0,0,0,0,0,0,0,0
"5917",201692689,"Freedom of the markets",1,0,0,0,0,0,0,0,0,0,0,0,0
"5918",202024359,"yes",0,0,0,0,0,0,0,0,1,0,0,0,0
"5919",202539675,"The American Dream",1,0,0,0,1,0,0,0,0,0,0,0,0
"5920",203170569,"Freedom of speech",1,0,0,0,0,0,0,0,0,0,0,0,0
"5921",203624443,"Voices of the people",0,0,0,1,0,0,0,0,0,0,0,0,0
"5922",203734735,"Unsure",0,0,0,0,0,0,0,0,0,1,0,0,0
"5923",204318717,"na",0,0,0,0,0,0,0,0,1,0,0,0,0
"5924",205277519,"No",0,0,0,0,0,0,0,0,0,0,0,1,0
"5925",205861893,"Liberty",1,0,0,0,0,0,0,0,0,0,0,0,0
"5926",205918809,"No",0,0,0,0,0,0,0,0,0,0,0,1,0
"5927",205980337,"No",0,0,0,0,0,0,0,0,0,0,0,1,0
"5928",206318973,"No",0,0,0,0,0,0,0,0,0,0,0,1,0
"5929",206758557,"That is not what it has become in the United States. Our democratic system of government is now the most corrupt system in the world.",0,0,0,0,0,0,0,0,0,0,1,0,0
"5930",206959521,"no",0,0,0,0,0,0,0,0,0,0,0,1,0
"5931",207120515,"",0,0,0,0,0,0,0,0,1,0,0,0,0
"5932",208313807,"The right to vote",0,0,0,1,0,0,0,0,0,0,0,0,0
"5933",208411341,"Everyone has equal opportunity",0,0,0,1,0,0,0,0,0,0,0,0,0
"5934",208485661,"",0,0,0,0,0,0,0,0,1,0,0,0,0
"5935",208596145,"Freedom",1,0,0,0,0,0,0,0,0,0,0,0,0
"5936",208611225,"Easily corrupt",0,0,0,0,0,0,0,0,0,0,1,0,0
"5937",208707445,"Democracy means freedom and equality for all.",1,0,0,0,0,0,0,0,0,0,0,0,0
"5938",209100117,"DEMOCRACY is government by the people especially rule of the majority.",0,0,0,1,0,0,0,0,0,0,0,0,0
"5939",209255107,"Fair system",0,0,0,1,0,0,0,0,0,0,0,0,0
"5940",209599573,"How important our voting rights are.",0,0,0,1,0,0,0,0,0,0,0,0,0
"5941",209801185,"Politic",0,0,0,0,0,0,0,0,1,0,0,0,0
"5942",209941291,"No",0,0,0,0,0,0,0,0,0,0,0,1,0
"5943",209950379,"equality",0,0,0,1,0,0,0,0,0,0,0,0,0
"5944",210002563,"leaders are only to represent their constituents",0,0,1,0,0,0,0,0,0,0,0,0,0
"5945",210046675,"No",0,0,0,0,0,0,0,0,0,0,0,1,0
"5946",210271013,"Voting",0,0,0,1,0,0,0,0,0,0,0,0,0
"5947",210330507,"No",0,0,0,0,0,0,0,0,0,0,0,1,0
"5948",210467563,"no",0,0,0,0,0,0,0,0,0,0,0,1,0
"5949",210475731,"its better than a monarchy",0,0,0,0,0,0,0,1,0,0,0,0,0
"5950",210494409,"Its supremacy",0,0,0,0,0,0,0,0,1,0,0,0,0
"5951",210577581,"It should mean to protect its citizens",0,0,0,0,0,0,0,1,0,0,0,0,0
"5952",210734135,"Freedom of choice",1,0,0,0,0,0,0,0,0,0,0,0,0
"5953",210774463,"Part of politics",0,0,0,0,0,0,0,0,1,0,0,0,0
"5954",211100831,"It brings the people together instead of dividing.",0,1,0,0,0,0,0,0,0,0,0,0,0
"5955",211121757,"Being able to live my life freely and without a dictator",1,0,0,0,0,0,0,1,0,0,0,0,0
"5956",211190109,"No",0,0,0,0,0,0,0,0,0,0,0,1,0
"5957",211379149,"No",0,0,0,0,0,0,0,0,0,0,0,1,0
"5958",211529141,"Getting along with people",0,1,0,0,0,0,0,0,0,0,0,0,0
"5959",211703617,"Freedom",1,0,0,0,0,0,0,0,0,0,0,0,0
"5960",212050917,"No",0,0,0,0,0,0,0,0,0,0,0,1,0
"5961",212315235,"No",0,0,0,0,0,0,0,0,0,0,0,1,0
"5962",212413827,"It is great to have different thought in any problem",1,0,0,0,0,0,0,0,0,0,0,0,0
"5963",212467023,"Nope",0,0,0,0,0,0,0,0,0,0,0,1,0
"5964",212527985,"?���",0,0,0,0,0,0,0,0,1,0,0,0,0
"5965",212776663,"No",0,0,0,0,0,0,0,0,0,0,0,1,0
"5966",212780145,"No",0,0,0,0,0,0,0,0,0,0,0,1,0
"5967",212798043,"No",0,0,0,0,0,0,0,0,0,0,0,1,0
"5968",212798263,"No",0,0,0,0,0,0,0,0,0,0,0,1,0
"5969",213018199,"It is a free systems of government",1,0,0,0,0,0,0,0,0,0,0,0,0
"5970",213056727,"No",0,0,0,0,0,0,0,0,0,0,0,1,0
"5971",213251745,"Just freedom",1,0,0,0,0,0,0,0,0,0,0,0,0
"5972",213486245,"No",0,0,0,0,0,0,0,0,0,0,0,1,0
"5973",213496395,"Love of country",0,0,0,0,1,0,0,0,0,0,0,0,0
"5974",213564473,"Free and fair",1,0,0,1,0,0,0,0,0,0,0,0,0
"5975",213619263,"Rule of law",0,0,0,0,0,0,0,1,0,0,0,0,0
"5976",213651551,"No.",0,0,0,0,0,0,0,0,0,0,0,1,0
"5977",213673151,"We can fight Russia with this system",0,0,0,0,0,0,0,0,1,0,0,0,0
"5978",213942945,"freedom",1,0,0,0,0,0,0,0,0,0,0,0,0
"5979",213994763,"No",0,0,0,0,0,0,0,0,0,0,0,1,0
"5980",214001311,"no",0,0,0,0,0,0,0,0,0,0,0,1,0
"5981",214012587,"None",0,0,0,0,0,0,0,0,0,0,0,1,0
"5982",214141279,"System of government ruled by the people's opinion",0,0,0,1,0,0,0,0,0,0,0,0,0
"5983",214158925,"Freedom to do what you want.",1,0,0,0,0,0,0,0,0,0,0,0,0
"5984",214327605,"Nothing else",0,0,0,0,0,0,0,0,0,0,0,1,0
"5985",214328571,"It���s not a socialist economy",1,0,0,0,0,0,0,0,0,0,0,0,0
"5986",214751759,"No",0,0,0,0,0,0,0,0,0,0,0,1,0
"5987",214803055,"No",0,0,0,0,0,0,0,0,0,0,0,1,0
"5988",214953373,"Yes it does",0,0,0,0,0,0,0,0,1,0,0,0,0
"5989",214959375,"",0,0,0,0,0,0,0,0,1,0,0,0,0
"5990",215075741,"We the people can voice our opinions and the majority rules.",0,0,0,1,0,0,0,0,0,0,0,0,0
"5991",215098435,"Freedom of religion",1,0,0,0,0,0,0,0,0,0,0,0,0
"5992",215109829,"Freedom",1,0,0,0,0,0,0,0,0,0,0,0,0
"5993",215191569,"I think that covers it",0,0,0,0,0,0,0,0,0,0,0,1,0
"5994",215325627,"No",0,0,0,0,0,0,0,0,0,0,0,1,0
"5995",215532191,"Freedom of religion, freedom to elect someone into government",1,0,0,1,0,0,0,0,0,0,0,0,0
"5996",58686073,"Freedom",1,0,0,0,0,0,0,0,0,0,0,0,0
"5997",230140015,"Equality",0,0,0,1,0,0,0,0,0,0,0,0,0
"5998",51448470,"will of people generally accepted",0,0,0,1,0,0,0,0,0,0,0,0,0
"5999",111358527,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"6000",202530321,"Freedom liberty",1,0,0,0,0,0,0,0,0,0,0,0,0
"6001",62904572,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"6002",59839029,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"6003",52636378,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"6004",68835795,"A government of, by and for the people based on free and fair elections.",0,0,0,1,0,0,0,0,0,0,0,0,0
"6005",228533815,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"6006",231368633,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"6007",221702635,"It means so much to me",0,0,0,0,0,0,0,0,1,0,0,0,0
"6008",16464879,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"6009",197194969,"Independence, Resolution, Freedom and The Pursuit of Happiness.",1,0,0,0,0,0,0,0,0,0,0,0,0
"6010",11202049,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"6011",177500613,"Fraud and theft of true freedom being its a political scam",0,0,0,0,0,0,1,0,0,0,0,0,0
"6012",49131798,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"6013",224258613,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"6014",107919023,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"6015",219773661,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"6016",210272261,"Everyone's view can be heard......freedom of speech without fear....equality (working toward)!!",1,0,0,1,0,0,0,0,0,0,0,0,0
"6017",205091745,"Democracy is elite rule by majority. It is a caste system of slaves. That's why America is a republic, not a democracy.",0,0,0,0,0,1,0,0,0,0,0,0,0
"6018",106648755,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"6019",231371411,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"6020",67132885,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"6021",61194725,"Liberty",1,0,0,0,0,0,0,0,0,0,0,0,0
"6022",54959558,"Freedom",1,0,0,0,0,0,0,0,0,0,0,0,0
"6023",102357329,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"6024",221696323,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"6025",55311679,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"6026",22399717,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"6027",167665403,"Political bs",0,0,0,0,0,0,1,0,0,0,0,0,0
"6028",187129871,"terany",0,0,0,0,0,0,0,0,1,0,0,0,0
"6029",65370121,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"6030",210109683,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"6031",222104515,"Idk anymore to be honest",0,0,0,0,0,0,0,0,0,1,0,0,0
"6032",180470009,"rule by representatives",0,0,0,1,0,0,0,0,0,0,0,0,0
"6033",226400063,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"6034",47155257,"Solely",0,0,0,0,0,0,0,0,1,0,0,0,0
"6035",217642693,"Government of the People, for the People, by the people",0,0,1,1,0,0,0,0,0,0,0,0,0
"6036",210506807,"democracy is in danger",0,0,0,0,0,0,0,0,1,0,0,0,0
"6037",226108727,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"6038",43372338,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"6039",209019683,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"6040",229036653,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"6041",46810428,"means choices that we have",1,0,0,0,0,0,0,0,0,0,0,0,0
"6042",52285853,"freedom",1,0,0,0,0,0,0,0,0,0,0,0,0
"6043",44297729,"The American citizens making the most decisions",0,0,0,1,0,0,0,0,0,0,0,0,0
"6044",217090005,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"6045",229532501,"failure, control, war, and trash",0,0,0,0,0,0,0,0,1,0,0,0,0
"6046",42809476,"the will of the people...NOT politicians",0,0,0,1,0,0,0,0,0,0,0,0,0
"6047",217652069,"Evry things",0,0,0,0,0,0,0,0,1,0,0,0,0
"6048",62412075,"the right to have freedom in all thins but having good lawsto help",1,0,0,0,0,0,0,0,0,0,0,0,0
"6049",42870111,"NOTHING ANYMORE",0,0,0,0,0,0,0,0,0,0,1,0,0
"6050",71106895,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"6051",198632111,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"6052",226480009,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"6053",120226385,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"6054",218874427,"Rule of law not of monarch. We the people decide",0,0,0,1,0,0,0,0,0,0,0,0,0
"6055",226354879,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"6056",226956057,"It is, well, EVIL",0,0,0,0,0,0,0,0,0,0,1,0,0
"6057",209788159,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"6058",218221329,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"6059",206927593,"Freedom",1,0,0,0,0,0,0,0,0,0,0,0,0
"6060",133672045,"freedom and able to have the american dream",1,0,0,0,0,0,0,0,0,0,0,0,0
"6061",69553171,"People vote for their leaders.",0,0,0,1,0,0,0,0,0,0,0,0,0
"6062",211190033,"Contol",0,0,0,0,0,0,0,0,1,0,0,0,0
"6063",19723508,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"6064",174526413,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"6065",55967568,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"6066",226348865,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"6067",221701203,"Feux freedom",0,0,0,0,0,0,1,0,0,0,0,0,0
"6068",215813719,"Government elected by the masses to represent their opinion",0,0,1,1,0,0,0,0,0,0,0,0,0
"6069",224322541,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"6070",166501709,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"6071",73804025,"Freedom of speech,right to vote,all equal",1,0,0,1,0,0,0,0,0,0,0,0,0
"6072",58231331,"Politics and bad decisions",0,0,0,0,0,0,1,0,0,0,0,0,0
"6073",157767819,"Freedom to choose elected officials to create fair laws.",0,0,0,1,0,0,0,0,0,0,0,0,0
"6074",223648873,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"6075",222275559,"It means being able to accomplish systematics",0,0,0,0,0,0,0,0,1,0,0,0,0
"6076",217879831,"Government by the people",0,0,0,1,0,0,0,0,0,0,0,0,0
"6077",154484649,"Letting people be able to survive lowering prices on goods",0,0,0,0,0,0,0,0,1,0,0,0,0
"6078",69255590,"Government is directed by the people, whether directly or indirectly.",0,0,1,1,0,0,0,0,0,0,0,0,0
"6079",211778137,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"6080",229920865,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"6081",229476501,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"6082",224533599,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"6083",206540339,"Rule by elected representatives or appointed officials who are directly accountable to the people of a country.",0,0,1,1,0,0,0,0,0,0,0,0,0
"6084",42193276,"Democracy means rule by the many--the masses.",0,0,0,1,0,0,0,0,0,0,0,0,0
"6085",142440581,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"6086",231259353,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"6087",208453155,"Safety and respect for the people",0,0,0,0,0,0,0,0,1,0,0,0,0
"6088",223574811,"Freedom",1,0,0,0,0,0,0,0,0,0,0,0,0
"6089",222304845,"To me it should be a balance in our government that works to take care of everyone not just the rich.",0,0,0,0,0,0,1,0,0,0,0,0,0
"6090",209691367,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"6091",222621681,"Viting mattering",0,0,0,1,0,0,0,0,0,0,0,0,0
"6092",201732749,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"6093",225361343,"Power by the people and for the people",0,0,0,1,0,0,0,0,0,0,0,0,0
